FollowsByCommunity,screenName,followers_count,location,name,created_at,description
11,MichalSzczerba,86814,Warszawa,Michał Szczerba,2009-07-21 21:00:37,Warszawiak. Poseł na Sejm. Wiceprzewodniczący Komisji Polityki Senioralnej. Komisja Sprawiedliwości i Praw Człowieka. Zgromadzenie Parlamentarne NATO.✌️🇵🇱🇪🇺
11,t_felg,135875,,Tania Felgengauer,2010-08-29 15:10:34,"Это личный твиттер. Здесь я не на работе, поэтому не буду просить Плющева вас разбанить."
11,Komissarenko,28398,Moscow,Slava Komissarenko,2010-09-01 18:48:33,Стендап-комик.
11,andreivaitovich,4397,Paris - Vilnius - Minsk,Andreï VAITOVICH,2014-02-20 12:54:49,"Journaliste franco-bélarusse | Ex. @euronews, @RFERL, @RFI"
21,LithuaniaMFA,82864,"Vilnius, Lithuania",Lithuania MFA,2010-12-14 12:35:51,This is the official account of the Ministry of Foreign Affairs of the Republic of #Lithuania. It is managed by the MFA Communications team. #LithuaniaMFA
21,mediazzzona,172530,Москва,Медиазона,2014-08-20 13:24:21,18+
10,by_kalesnikava,1022,,Maria Kalesnikava,2012-12-15 10:56:58,
10,positivehater1,2470,Republic of Belarus,Belarus in action,2020-01-19 08:08:16,"🔴 LIVE UPDATES Follow us - follow Belarus!

Please, support us on Patreon:
https://t.co/3fSecg4PiY"
20,IlyaYashin,220718,"Moscow, Russia",Илья Яшин,2010-04-01 22:42:39,Глава муниципального округа Красносельский
10,LithuanianGovt,13739,"Gedimino pr. 11, Vilnius",Lithuanian Government 🇱🇹,2009-05-20 12:33:41,The official Twitter account of the Government of the Republic of @Lithuania #Lietuva
10,by_mts,22419,Беларусь,МТС Беларусь,2009-05-13 18:13:01,Афiцыйны твiтар СТАА «Мабiльныя ТэлеСiстэмы»
10,Ausrine0,4059,"Vilnius, Lithuania",Ausrine Armonaite,2012-06-08 20:42:57,Liberal | Minister of the Economy and Innovation of Lithuania | Member of Lithuanian Parliament @LRSeimas | Chairperson of @laisvespartija 🇱🇹🇪🇺
10,carlbildt,678158,,Carl Bildt,2009-01-02 10:14:07,Co-Chair European Council on Foreign Relations @ecfr. Among many other things. På svenska på @cbildt.
10,bela_rusophobia,1708,Republic of Belarus,Русофобия в Беларуси,2016-08-29 16:16:12,"Те, кто затевают эту русофобию, русофобию затевают, вот это вот это, затевают всё вот это. Доиграетесь. С этой русофобией, которую вы затеваете."
20,EmmanuelMacron,6806071,France,Emmanuel Macron,2013-10-20 19:35:28,Président de la République française.
10,prof_preobr,111708,,Проф. Преображенский,2017-04-16 14:13:56,"Запомните: вы должны молчать и слушать, молчать и слушать, что вам говорят!"
20,aavst,741669,,Алексей Венедиктов,2010-12-18 13:12:15,"Alexey Venediktov | Echo of Moscow radio | Эхо Москвы @echomskru  Ретвит не означает одобрения твита. Игнор означает, что игнорируемый мне просто неинтересен."
10,mkbelarus,6243,Беларусь,Усы Лукашенко,2014-01-13 09:21:47,"На нашем канале будут выходить разного характера видео про Беларусь и не только

https://t.co/OA1EMypfdj https://t.co/SasazHjcLR"
10,fe_city_boy,217528,Москва,Денис Чужой,2011-02-11 20:54:18,Стендап-комик. Мой концерт «Вечер семейной комедии» можно посмотреть по ссылке ниже.
20,leprasorium,1615212,Default City,Лепра,2014-06-19 20:30:45,Хуепра. Добро пожаловать отсюда 🦄🦄🦄 Написать админу: https://t.co/Od6fBy935D #вкомменты
20,pevchikh,105241,,Maria Pevchikh,2014-10-08 02:21:10,"Руководительница Отдела Расследований ФБК

""женщина с непрозрачной жизненной историей и весьма интересными фактами в биографии"""
19,fbkinfo,110087,Москва,ФБК,2014-03-16 23:13:07,"Твиттер Фонда борьбы с коррупцией. По мнению Минюста, все материалы здесь размещает «некоммерческая организация, выполняющая функции иностранного агента»."
19,CurrentTimeTv,82884,,Настоящее Время,2014-09-08 12:09:04,"По-честному обо всем, что происходит в постсоветских странах"
18,ioannZH,93354,Москва - Нарьян-Мар - Ростов,Ivan Zhdanov,2012-01-11 11:38:35,Директор ФБК / Director of Anti-Corruption Foundation @fbkinfo https://t.co/HGpA4FQx58 https://t.co/CerN18VVxE
18,durov,1361245,EU,Pavel Durov,2008-09-27 00:12:22,"Founder, CEO at @telegram (2013), founder, ex-CEO of @vkontakte (2006), part-time troll."
17,JosepBorrellF,195382,Brussels,Josep Borrell Fontelles,2018-06-05 07:04:31,High Representative of the EU for Foreign Affairs and Security Policy/Vice-President of @eu_commission #EUdiplomacy @eu_eeas My blog: https://t.co/isaaoLI4bK
17,KremlinRussia,3447791,"Москва, Россия",Президент России,2010-06-23 07:02:23,Кремль. Официальные новости
17,McFaul,560697,"Stanford, California",Michael McFaul,2012-01-03 16:36:02,Professor.  https://t.co/DK5gWIaFX5
17,chich_8,150797,,Чичваркин Евгений,2014-10-15 16:35:00,
16,urgantcom,4499969,"Moscow, Russia",Ivan Urgant,2010-02-15 20:38:49,"Вечерний Ургант, Первый канал"
16,ru_rbc,363500,Москва,РБК,2011-03-21 12:26:15,"Всё про экономику и политику для самых разных людей.
РБК в Телеграме — https://t.co/oj9ckUF9GX"
15,drunktwi,2645642,,Пьяный Твиттер,2010-08-27 20:21:14,"Пьяный Твиттер превращает каждый день в праздник, улучшает кровообращение и снимает стресс. Моя электропочта - adv.dimaruru@gmail.com"
15,roizmangbn,499871,Екатеринбург,Евгений Ройзман,2010-10-07 15:27:57,Фонд Ройзмана: @roizmanfond
15,leonidvolkov,270279,Moscow,Leonid Volkov,2009-09-13 13:56:42,Руководитель сети региональных штабов Алексея Навального; основатель Общества Защиты Интернета // https://t.co/hY647oaTLy // https://t.co/R1q2cnd0rE
14,NASAPersevere,2638951,"Jezero Crater, Mars",NASA's Perseverance Mars Rover,2020-02-26 21:43:46,"NASA Mars rover. Launch: July 30, 2020. Landing: Feb. 18, 2021. Hobbies: Photography, collecting rocks, off-roading. 🚀 Team HQ @NASAJPL"
14,EvgenComedian,743047,,BadComedian,2011-07-20 19:52:28,"Человек, который смотрит слишком много плохих фильмов. Юмор. Ирония. Любовь к ближнему."
14,eucopresident,1191219,EU,Charles Michel,2010-09-30 12:07:59,"Twitter channel of Charles Michel, President of the European Council. Managed by the media team @EUCouncil. Personal account: @CharlesMichel"
14,Podslyshano,2323861,,Подслушано в твиторе,2012-10-04 08:53:20,
14,bellingcat,363404,,Bellingcat,2014-01-28 13:36:59,"Want to support our charity? https://t.co/scuUINEvTN

Buy our book ""We Are Bellingcat"" here: https://t.co/2JiuWFfTpO

Our award-winning podcast series: https://t.co/S1rflrkXue"
14,HeikoMaas,447096,Saarlouis/Berlin,Heiko Maas 🇪🇺,2009-03-13 11:37:00,Bundesaußenminister & Saarländer. MdB für den WK297 (Saarlouis). Hier twittert hauptsächlich das Team von Heiko Maas. | Impressum: https://t.co/I2TH1m1pdc
14,euronewsru,32173,Европа,Euronews на русском,2011-04-18 14:21:02,Cамый популярный новостной канал в Европе
13,MedvedevRussia,4640251,"Россия, Москва",Дмитрий Медведев,2010-06-09 14:56:12,Заместитель Председателя Совета Безопасности Российской Федерации. Аккаунт на английском - @MedvedevRussiaE
13,MID_RF,1165499,Москва,МИД России 🇷🇺,2011-02-21 13:46:34,"Официальный аккаунт МИД России 🇷🇺 (For tweets in English - @MFA_Russia, Cuenta en Español - @MAE_Rusia, صفحة باللغة العربية - @russia_ar )"
13,MBKhMedia,191277,"Москва, Россия",МБХ медиа,2014-08-23 13:40:01,"Свободная информация для свободных людей. Наш Telegram: https://t.co/TTvsFWhcPU

18+

Следуйте за @yoshkinkrot и @openworldglobal
Онлайны с судов: @mbk_media_court"
12,RuslanUsachev,1104010,,Руслан Усачев,2010-03-30 00:27:10,Руслан since 1989
12,alburov,157826,Moscow,Георгий Албуров,2009-06-16 22:12:52,Отдел расследований Фонда борьбы с коррупцией // Партия Прогресса // g@alburov.ru // telegram: @georg // instagram: https://t.co/81PNR5MfT7
12,KermlinRussia,1680291,"Роисся, вперде",Пeрзидент Роисси,2010-06-25 02:08:01,Официальный twitter-аккаунт Перзидента Роисси.
12,HistoryFoto,450248,,Исторические Фото,2013-11-08 10:58:42,Historicana – история человечества в фотографиях
12,wylsacom,1235070,Cupertino,Wylsacom,2011-04-18 19:21:16,"[18++] Твиттер любви. Коммерческие запросы, реклама тут: adwylsa@gmail.com"
12,anneapplebaum,340967,"Warsaw, London, Washington",Anne Applebaum,2011-05-11 23:00:23,Staff writer @TheAtlantic. Senior Fellow @SAISHopkins and @SNFAgoraJHU. My new book is Twilight of Democracy: the Seductive Lure of Authoritarianism
11,RussianMemesLtd,307223,,Russian Memes United,2018-06-19 12:46:41,"Translated Russian memes in their full entirety. Посол русскоязычного юмора на международной арене

Follow my new projects @Russia_NC and @RuPolitics_NC"
11,donaldtusk,1250242,"Brussel, België",Donald Tusk,2011-09-17 15:51:48,Oficjalny profil Donalda Tuska. The official profile of Donald Tusk.
11,literabook,2186388,,Литература,2012-01-06 15:47:17,"Самое интересное, что есть на земле - это человек. По всем вопросам adv.dimaruru@gmail.com"
11,VRSoloviev,1403058,Moscow,Vladimir Soloviev,2010-05-22 15:55:38,https://t.co/2FXUfgvo9s
11,vkaramurza,74012,Москва / Moscow,Vladimir Kara-Murza,2011-09-21 03:56:53,"Председатель Фонда Бориса Немцова за свободу / Chairman, Boris Nemtsov Foundation for Freedom"
10,Nat_Vasilyeva,32097,Moscow,Nataliya Vasilyeva,2010-03-30 10:34:40,"Moscow correspondent for @Telegraph; @AP survivor. Корреспондент газеты ""Дэйли Телеграф"" в Москве."
10,habr_com,411462,Moscow,Хабр,2008-12-17 15:41:34,Сообщество IT-специалистов. Just do IT.
10,amnesty,1792227,Global,Amnesty International,2008-12-18 11:54:20,Freedom. Justice. Equality. Let's get to work.
10,EUCouncil,581065,"Brussels, Belgium",EU Council,2010-10-23 15:22:50,"27 EU governments making decisions together in the European Council & Council of the EU. Learn, participate, share. Latest news @eucouncilpress #eucouncil #euco"
10,MorawieckiM,359386,,Mateusz Morawiecki,2017-12-08 08:47:59,Prezes Rady Ministrów 🇵🇱
10,EchoMskNews,262474,Moscow,Новости Эхо Москвы,2009-08-25 08:26:22,Новости Эхо Москвы ||| Echo of Moscow Radio News
10,Film_quotes__,1242222,,Цитаты из фильмов,2011-05-09 12:16:25,Лучшие цитаты из фильмов! Отдыхайте вместе с нами!               По всем вопросам adv.dimaruru@gmail.com
19,TheEconomist,25568852,London,The Economist,2007-05-12 13:04:50,News and analysis with a global perspective. Subscribe here: https://t.co/KCCoA2WEZ7
7,rianru,2708394,Russia,РИА Новости,2009-04-22 05:54:08,"Официальный аккаунт сайта https://t.co/7O6yCVPHzN, МИА Россия сегодня. Читайте также @riabreakingnews"
7,topcitat,862957,,Великие слова,2013-02-11 13:46:43,"Цитаты, умные мысли, афоризмы. Все лучшее здесь!                По всем вопросам adv.dimaruru@gmail.com"
7,mnzadornov,2477303,,ЗАДОРНОВа команда,2010-06-30 06:52:56,Официальный аккаунт Михаила Задорнова продолжают вести его друзья. «Твиттописец» с 2015 г. — Гарри Польский.
6,5umm,3123654,,5 умных мыслей,2011-03-05 08:20:50,#цитаты #мысли #афоризмы
5,NATO,774267,"Brussels, Belgium",NATO,2009-10-20 07:56:40,Official Twitter account of NATO - the North Atlantic Treaty Organization. #NATO #WeAreNATO
5,interfax_news,542500,,Интерфакс,2010-05-25 13:57:39,Новости ''Интерфакса''
5,GoogleRussia,2013430,,Google Россия,2009-07-02 07:34:03,Новости и факты от Google Россия.
5,KremlinRussia_E,912759,"Moscow, Russian Federation",President of Russia,2010-10-21 08:06:17,Official Kremlin news
5,ForbesRussia,1873079,"Moscow, Russia",ForbesRussia,2009-10-24 12:54:47,"Инструмент успеха. 
Forbes пишет об историях успеха и поражений предпринимателей, новых идеях для бизнеса и инвестиций, публикует авторитетные рейтинги."
5,kommersant,256816,"Пресненская наб., 10, блок C",Коммерсантъ,2012-10-11 18:24:14,Официальный твиттер Коммерсантъ-Online — kommersant.ru
5,lentaruofficial,1173969,"Moscow, Russia",Лента.ру,2010-12-20 09:59:57,"Главные новости, истории и видео со всего интернета. 

Мы в Телеграме: https://t.co/yQhfyTjzlx

Для связи: smm@lenta-co.ru"
11,BorisJohnson,3403120,United Kingdom,Boris Johnson,2015-04-01 20:15:49,Prime Minister of the United Kingdom and @Conservatives leader. Member of Parliament for Uxbridge and South Ruislip.
10,UNHumanRights,3352316,"Geneva, Switzerland",UN Human Rights,2009-08-27 07:34:10,The United Nations #HumanRights office is led by High Commissioner @MBachelet. Follow us on FB & IG at *unitednationshumanrights*. #StandUp4HumanRights
4,Zhirinovskiy,1398428,,Владимир Жириновский,2010-01-18 12:02:45,Член Госсовета РФ. Председатель ЛДПР. Руководитель фракции ЛДПР в Государственной думе Федерального собрания РФ.
4,GazetaRu,1886079,Москва,Газета.Ru,2009-04-17 14:19:56,"Мы там, где вы.
Подписывайтесь в Телеграме: https://t.co/5af3yXdVVE"
4,Aleksei_Kudrin,791332,,Алексей Кудрин,2011-12-15 13:28:31,"Председатель Счетной палаты РФ (@ach_gov_ru), член Комитета гражданских инициатив, декан факультета свободных искусств и наук СПбГУ"
4,10DowningStreet,5878424,"10 Downing Street, London",UK Prime Minister,2008-03-26 11:16:02,"Official page for Prime Minister @BorisJohnson's office, based at 10 Downing Street"
4,TEDTalks,11447552,"New York, NY",TED Talks,2008-07-19 13:22:50,"TED is a nonprofit devoted to spreading ideas. 🔴  Help build a better future, become a TED Member today: https://t.co/NSSThTmhbv"
4,vesti_news,3058612,Russia,ВЕСТИ,2009-09-08 10:53:39,Официальный аккаунт сайта Вести.Ru
4,RealVolya,4267478,,Павел Воля,2010-09-29 17:25:43,Вторая часть моего аудиоальбом со стихами уже на всех площадках. Послушать: https://t.co/CBWkaKNEzB
4,Vedomosti,735528,Россия,Ведомости,2009-02-10 19:23:21,Официальный аккаунт делового издания «Ведомости»
4,channelone_rus,3015638,Russia,Первый канал,2009-12-28 10:30:23,Официальный Twitter аккаунт Первого канала России
4,tass_agency,475815,"Russia, Moscow",ТАСС,2011-04-21 09:55:20,Всегда в реальном времени.
9,tim_cook,12719506,Cupertino,Tim Cook,2013-07-31 22:41:25,"Apple CEO  Auburn 🏀 🏈 Duke 🏀 National Parks 🏞️ “Life's most persistent and urgent question is, 'What are you doing for others?'” - MLK. he/him"
8,DrBiden,4237643,,Dr. Jill Biden,2017-01-18 18:21:02,Lifelong educator. Military mother. Grandmother. Sister. Wife to @JoeBiden.
3,Garik2000,2849862,,Гарик Харламов,2011-07-22 19:02:28,По вопросам сотрудничества: +79295000006 Алексей.
3,riabreakingnews,461226,,РИА Новости,2010-05-13 05:03:16,Срочные сообщения РИА Новости. Читайте также @rianru
3,ntvru,1609103,,НТВ,2009-02-10 12:35:57,"Лучшее от НТВ: получай сразу все — новости, видео, фото, трансляции https://t.co/7XrWRrd375"
3,yandex,1643791,Москва,Яндекс,2009-03-21 17:10:37,
6,FLOTUS,2573885,,Jill Biden,2021-01-13 00:57:47,First Lady of the United States Jill Biden. Community college educator. Military mother. Grandmother. Wife of @POTUS.
6,jimmyfallon,51876103,"New York, New York",jimmy fallon,2008-07-18 19:46:50,astrophysicist
6,joerogan,7213481,,Joe Rogan,2008-12-18 04:01:47,Stand up comic/mixed martial arts fanatic/psychedelic adventurer Host of The Joe Rogan Experience #FreakParty https://t.co/caBUmcvqBY
6,StephenKing,6507542,,Stephen King,2013-12-06 15:26:35,Author
6,SenWarren,6947286,,Elizabeth Warren,2012-11-25 15:14:27,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account."
5,Forbes,16703800,"New York, NY",Forbes,2009-11-21 02:09:57,"Official account of Forbes, the world’s leading voice for entrepreneurial success and free enterprise, and home to breaking news, business, money, and more."
2,muz_tv,3393023,Moscow,МУЗ-ТВ,2009-11-02 13:03:03,Официальный Twitter МУЗ-ТВ
2,MedvedevRussiaE,1015664,"Moscow, Russia",Dmitry Medvedev,2010-06-09 14:36:47,"Deputy Chair of the Security Council of the Russian Federation. For tweets in Russian, follow @MedvedevRussia"
2,tina_kandelaki,1687424,Москва | Россия,Тина Канделаки,2009-08-13 19:19:28,Тина Канделаки (официальный аккаунт)
2,dumagovru,923610,"Россия, Москва",Государственная Дума,2010-08-11 14:06:30,Официальные новости Государственной Думы Федерального Собрания Российской Федерации. For English tweets follow https://t.co/mcL09caVPr
2,USEmbRu,54899,Москва,Посольство США в РФ,2009-02-04 14:11:06,Official Тwitter feed of U.S. Embassy Moscow. Follow us: English Twitter @USEmbRuPress - https://t.co/bjsOz0LMqX - https://t.co/b2Kgj4YJYF
2,MosSobyanin,488266,Москва,Сергей Собянин,2014-08-12 14:45:02,Мэр Москвы
2,RT_russian,850882,"Москва, Россия",RT на русском,2011-07-20 11:07:40,Новости телеканала RT на русском языке https://t.co/OtqoQva8Nw
2,Russia,297080,Russia,Russia 🇷🇺,2014-11-13 11:36:44,"Find inspiring, fresh insights from #Russia❗ Home to more than 190 ethnic groups & authentic cultures, with 11 time & 7 climate zones. 🏞 Feel our warm welcome❤"
4,maddow,10629107,"New York, NY USA",Rachel Maddow MSNBC,2008-09-04 15:02:12,"I see political people...
(Retweets do not imply endorsement.)"
4,Oprah,43636045,,Oprah Winfrey,2009-01-23 15:18:34,
4,MSNBC,4163460,,MSNBC,2007-03-29 13:15:41,"The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily."
3,StephenAtHome,19397846,,Stephen Colbert,2008-09-15 22:31:44,Evie’s husband
3,RT_com,2997363,,RT,2009-08-11 06:12:45,"Freedom over censorship, truth over narrative

On air in 100+ countries. 10+ billion video views in 2020

Don’t want your news filtered - find us at https://t.co/9V8JaMqU2C"
1,RusBotschaft,14222,"Berlin, Deutschland",Botschaft der Russischen Föderation,2012-06-01 07:57:52,Hier twittert die Pressestelle der Botschaft der Russischen Föderation in der Bundesrepublik Deutschland
1,mvd_official,158338,"Россия, Москва, ул. Житная, 16",Сайт МВД России,2013-01-14 17:28:27,Твиттер-лента МВД России. Сервис для онлайн-обращений в МВД России: https://t.co/2uQpi3ynWv #новости #МВД #полиция
1,TSNHockey,276276,,TSN Hockey,2013-01-19 18:27:55,"Official Twitter account of TSN's coverage of the NHL, Hockey Canada and the best game you can name. #TSNHockey #TradeCentre #DraftCentre #FreeAgentFrenzy"
1,RussianEmbassy,89642,London,"Russian Embassy, UK",2010-02-16 11:26:37,Embassy of the Russian Federation 🇷🇺in London - official Twitter feed (на русском языке - @RussianEmbassyR)
1,RussiaUN,58625,"New York, USA",Russian Mission UN,2011-08-02 20:16:59,Official Twitter feed of the Russian Mission to the @UN in NY / Официальный Twitter-аккаунт Постоянного представительства Российской Федерации 🇷🇺 при ООН
1,sledcom_rf,70376,Москва,Следственный комитет,2011-09-27 02:11:48,Официальный твиттер Следственного комитета Российской Федерации
1,history_RF,90692,Москва,И С Т О Р И Я. Р Ф 🇷🇺,2013-03-20 20:06:02,Официальный аккаунт портала ИСТОРИЯ.РФ в Твиттере
1,RusEmbEst,11165,"Pikk 19, 10133 Tallinn",Russia in Estonia 🇷🇺🇪🇪,2012-10-04 07:57:57,Посольство России в Эстонии / Russian Embassy in Estonia / Venemaa Suursaatkond Eestis. Твиты Посла подписаны – АП.
1,M_Simonyan,540943,Moscow,Маргарита Симоньян,2009-07-16 11:59:02,Главный редактор RT.
1,rgrus,299990,"Moscow, Russia",rgrus,2009-07-08 08:22:17,Российская газета - издание Правительства Российской Федерации. Издается с 11 ноября 1990 года. РГ и RG.RU публикуют официальные документы и оперативные новости
1,RKadyrov,396840,Грозный,Рамзан Кадыров,2012-06-20 07:34:24,Глава Чеченской Республики
1,SHAQ,15619301,"Orlando, FL",SHAQ,2008-11-18 10:27:25,"VERY QUOTATIOUS, I PERFORM RANDOM ACTS OF SHAQNESS"
1,tassagency_en,60536,"Moscow, Russia",TASS,2013-09-25 10:26:47,With us news becomes stories and events become history.
1,MoscowTimes,141464,Moscow,The Moscow Times,2009-01-26 10:34:07,Independent news from Russia since 1992. Photo: Moskva News Agency
1,AmbRusFrance,11948,"Paris, Ile-de-France",Russie en France,2011-07-26 13:20:14,"Ambassade de Russie en France 
Посольство России во Франции 
Russian Embassy in France

RT ≠ endorsement"
1,izvestia_ru,284856,,Известия,2010-11-08 14:56:11,"Официальный микроблог https://t.co/wH4yPbu0mc - новостного интернет-портала МИЦ «Известия». Больше, чем газета! Быстрее, чем телевидение!

https://t.co/9cUUy2nXLP"
1,Vremya_Pokazhet,68535,"Moscow, Russia",Время Покажет,2017-06-05 17:46:54,"Общественно-политическое шоу о том, что волнует каждого россиянина"
1,mfa_russia,291048,Russia,MFA Russia 🇷🇺,2011-02-21 12:45:22,Official account of the Ministry of Foreign Affairs of Russia 🇷🇺 | Country's account @Russia | По-русски @MID_RF | Cuenta en Español @MAE_Rusia https://t.co/kWMm8F3R7u
1,mod_russia,220727,Москва,Минобороны России,2014-08-18 13:14:39,Министерство обороны Российской Федерации | Ministry of Defence of the Russian Federation
1,rvio_ru,267943,"Москва, Петровский, 6, стр. 1",Российское военно-историческое общество,2011-05-05 11:34:58,Председатель — Владимир Мединский
1,RepAdamSchiff,2932991,"Burbank, CA",Adam Schiff,2009-04-07 17:54:35,Representing California's 28th Congressional District. Chairman of the House Intelligence Committee (@HouseIntel). Pro-Democracy.
1,MetroOperativno,154624,"Россия, Москва",Московское метро,2015-01-28 08:35:53,"Официальный твиттер-аккаунт Московского метрополитена по оперативному информированию о работе метро. 
Задать вопрос: @MoscowMetro
#мосметро #metrooperativno"
2,ConanOBrien,28692217,Los Angeles,Conan O'Brien,2010-02-18 20:17:16,"The voice of the people. Sorry, people."
2,NYGovCuomo,2615767,New York,Andrew Cuomo,2010-12-30 17:54:04,"Father, fisherman, motorcycle enthusiast, 56th Governor of New York"
2,jimmykimmel,12037016,Los Angeles,Jimmy Kimmel,2009-03-23 18:05:56,1997 Bowling Digest Co-Bowler of the Year
2,chrissyteigen,13723792,couch,chrissy teigen,2009-05-11 22:50:04,de-motivational speaker
1,SenTedCruz,2064302,"Houston, Texas",Senator Ted Cruz,2013-01-09 18:11:37,Representing the State of Texas in the United States Senate.
1,ProjectLincoln,2767356,The United States of America,The Lincoln Project,2019-12-12 20:43:08,"""You cannot escape the responsibility of tomorrow by evading it today.” – Abraham Lincoln 🏴‍☠️"
1,LeaderMcConnell,2100966,"Washington, DC",Leader McConnell,2013-03-07 20:21:15,"U.S. Senate Republican Leader Mitch McConnell
Follow @McConnellPress & @SRCC"
1,TheOnion,11724997,,The Onion,2008-03-04 02:48:37,America's Finest News Source.
1,CDCgov,3778604,"Atlanta, GA",CDC,2010-05-21 19:40:40,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq
1,blakeshelton,20144788,"Tishomingo, Ok",Blake Shelton,2008-05-27 13:43:08,"The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS, too.)"
1,britneyspears,56067480,"Los Angeles, CA",Britney Spears,2008-09-22 20:47:35,
1,BreakingNews,9748791,"NYC, LA, London",Breaking News,2007-05-13 23:06:45,
1,LukeBryanOnline,9505113,"Nashville, TN",Luke Bryan,2008-10-30 21:14:38,#BornHereLiveHereDieHere Deluxe Edition: Pre-Save & Pre-Order Now
1,SenSchumer,3218900,"New York, NY",Chuck Schumer,2008-11-19 20:10:20,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Majority Leader."
1,TODAYshow,4238557,Studio 1A,TODAY,2007-07-26 19:56:22,America's favorite morning show
1,FallonTonight,4363530,Back in 30 Rock!,The Tonight Show,2009-01-30 17:26:46,The Tonight Show starring @JimmyFallon Weeknights 11:35/10:35c on @NBC Tweet along with us using #FallonTonight
1,RealCandaceO,2653879,"New York, USA",Candace Owens,2017-06-23 13:45:19,New York Times best-selling author. Founder of @BLEXIT organization. Black people don’t have to be Democrats— still.
1,RandPaul,3115982,"Bowling Green, KY",Senator Rand Paul,2010-11-17 23:52:35,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great."
1,carrieunderwood,8316998,"Nashville, TN",Carrie Underwood,2011-10-06 22:36:16,"Mike's wife, Isaiah’s and Jacob’s mom. Also, mom to fur babies Ace, Penny Jean and Zero. Blessed and grateful! The official Twitter account for Carrie Underwood"
1,Acosta,2270532,"Washington, DC",Jim Acosta,2009-03-04 13:48:04,"CNN Anchor, Chief Domestic Correspondent. Author of NYT Bestseller “The Enemy of the People.” I believe in #realnews"
1,tedcruz,4365492,"Houston, Texas",Ted Cruz,2009-03-06 03:20:20,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate."
1,dbongino,2446497,"Florida, USA",Dan Bongino,2011-01-01 17:50:03,RESIST
1,TheAmandaGorman,1597109,"Los Angeles, California",Amanda Gorman,2014-06-15 22:27:34,Poet. Activist. Harvard '20 Inquiries below
