FollowsByCommunity,screenName,followers_count,location,name,created_at,description
16,NeSommavilla,2451,"Syracuse, NY",Nicole Sommavilla,2014-09-30 21:19:42,Storyteller at heart | Morning Anchor/Reporter @NewsChannel9 | past @News12WC @SNNTV | Joshua 1:9 | I’d love to tell your story: nicolesommavilla@localsyr.com
16,BeWellSU,1315,Syracuse University,Barnes Center at The Arch,2011-04-13 23:02:54,"This official @SyracuseU account promotes the Barnes Center at The Arch. In emergencies, call 911 or DPS at 315.443.2224. #BeWellSU"
16,SCSDArts,564,"Syracuse, NY",SCSD Arts,2016-09-09 17:09:14,The Syracuse City School District Fine Arts programs include both the visual and performing arts in all SCSD schools. #SCSDArts
15,waer883,2596,"Syracuse, NY",WAER Syracuse Public Media,2008-09-03 19:30:56,Syracuse University Public Radio.  NPR for Syracuse and CNY
15,SyracuseFun,2495,Syracuse NY,Syracuse NewTimes,2010-08-04 15:18:24,"Your source for anything fun in Syracuse. Concerts, music, shows, special events, and dining. We have weekly giveaways & promotions!"
15,johnlegend,14058235,,John Legend,2008-12-18 23:42:30,"Chrissy's husband. Father of Luna & Miles. #BiggerLove album out now feat. @jheneaiko, @originalkoffee, @rapsody, @garyclarkjr. Drink like me: @lve_wines"
15,SyrLandBank,654,"Syracuse, NY",GreaterSyrLandBank,2014-03-11 20:18:13,Restoring Properties. Revitalizing Neighborhoods.
15,JeramiGrant,48208,,Jerami Grant,2011-03-26 19:25:27,#familyovereverything Instagram: @jeramigrant
15,CitrusTVNews,2068,"Syracuse, NY",CitrusTV News,2011-08-05 17:27:02,Your Campus News Leader. @SyracuseU student run TV studio. Live news coverage M-F at 6pm. Watch in HD on @OrangeTVNetwork channel 14.1 or at https://t.co/y4DFiXRUsN
15,UpstateGolisano,1991,"Syacuse, NY",Upstate Golisano,2011-10-18 14:02:41,We are Upstate Golisano Children's Hospital. We're dedicated to meeting the needs of children and their families and providing the best possible care.
15,WRVOnews,2660,"Syracuse, NY",WRVO News,2009-05-12 22:37:06,Updates on local and regional news from the WRVO newsroom. For general station announcements be sure to follow @WRVO.
15,TimKnauss,2091,"Syracuse, NY",Tim Knauss,2012-05-24 22:36:44,Reporter for https://t.co/gcq6h9ZlGS and The Post-Standard. Send tips to tknauss@syracuse.com DMs open
15,KittyHoynes,3143,"Syracuse, NY",Kitty Hoynes,2009-08-27 16:16:54,The Irish Pub you've been training for--where the craic of Ireland meets the heart of Syracuse!
15,TylerEnnis,60488,,Tyler Ennis,2009-09-25 02:51:00,
15,OnCoLegGOP,432,"Syracuse, NY",Onondaga County Legislature Republican Caucus,2016-09-14 17:31:03,Official Twitter account of the Onondaga County Legislature.
15,hot1079syracuse,6273,Syracuse NY,HOT 107.9,2009-12-04 15:12:51,All The Hits for Syracuse! Home of @ElvisDuran and the HOT Morning Show! An @iHeartRadio Station.
14,OCBOE,801,"Syracuse, NY",Onondaga County BOE,2013-01-08 14:49:07,"The Onondaga County Board of Elections is a County Office, responsible for all Federal, State, County, City and Town elections in Onondaga County."
14,saltcity_tours,2518,"Syracuse, NY",Salt City Tours,2013-01-09 17:16:42,It's time you really connect with your destination and see things through the eyes of a local.  #saltcitytours
14,MikeWatersSYR,11537,,Mike Waters,2013-07-29 17:46:44,College basketball writer at https://t.co/OOrFGRnxEl and the Post-Standard. President of US Basketball Writers Assn. UNC grad. Lucky husband. Proud father of 2.
14,KeithAtSu,2156,,KeithatSU,2009-01-30 15:48:12,"Media Manager at Syracuse University, Adjunct Prof at Newhouse and former TV news guy. Phils, Pats, and SU fan. Husband, dad, shares bed with dogs."
14,TownofSalina,1009,"Liverpool, NY",Town of Salina,2009-02-17 16:01:58,"The official Twitter account of the Town of Salina, NY (315) 457-6661"
14,CuseSB,6788,"Syracuse, NY",Syracuse Softball,2014-01-14 20:45:48,The official Twitter page of the Syracuse University softball team.
14,TotalTrafficSYR,1445,"Syracuse, NY",TTN Syracuse,2011-02-10 21:54:36,"See a traffic problem, accident or delay? Call our Traffic Tip Line at 315-421-1190"
14,SyracusePeople,1839,"Syracuse, NY",Syracuse People,2014-12-13 22:42:37,"We love the Good People of #Syracuse, New York."
14,CarrierDome44,5018,"Syracuse, NY",Carrier Dome,2011-11-17 18:02:34,"The Official Twitter page of Syracuse University's Carrier Dome

The premiere Athletics and Event Arena in Syracuse, New York"
14,MattSnowManCNY,3384,"Syracuse, NY",Matthew Szwejbka,2011-11-28 13:16:05,✈️Marketing & Communications Specialist @SyracuseAirport ⛈Former TV Meteorologist 🕹FAA-Certified Remote Pilot 🍷Finger Lakes Wine ♥️Married @VanessaRWxGal
14,RescueMission,2235,"Syracuse, NY",Rescue Mission,2012-02-29 14:00:01,"Our Mission is to Share Hope, End Hunger and Homelessness, Change Lives and Strengthen Communities One Person at a Time."
14,CuseCheer,1719,"Syracuse, NY",Syracuse Cheer,2012-03-16 18:21:12,The official account of Syracuse University Cheerleading--GO ORANGE!
14,syrcampusstore,1515,"Syracuse, New York",Syracuse University Campus Store,2012-04-23 16:00:42,The Official Campus Store of Syracuse University.
14,DavidMuir,800082,New York,David Muir,2009-07-12 23:31:43,"Journalist, Anchor, ABC World News Tonight, '20/20'"
28,SenGillibrand,1619849,New York,Kirsten Gillibrand,2009-09-07 03:53:24,"Mom to Theo, Henry and dog Maple. Wife to Jonathan. U.S. Senator for New York. Not “very polite.” She/her."
14,SalArmySyr,1431,"Syracuse, NY",Salvation Army Syr,2012-10-31 19:20:08,"From newborns to seniors, The Salvation Army provides life changing services to more than 42,000 Onondaga County residents each year."
13,OnonLegDems,510,"Syracuse & Onondaga County, NY",Onondaga County Legislature Democrats,2020-01-08 18:56:00,"Onondaga County Legislature Democratic Caucus: 
Leader Linda Ervin, Legislators Peggy Chase, Vernon Williams, Christopher Ryan, Bill Kinne, and Mary Kuhn."
13,dionwaiters3,122315,,Philly Cheese 🧀,2010-04-19 02:30:27,Father first!!! https://t.co/VgS8wcPip1
13,mbreidenbach,4727,"Syracuse, NY",Michelle Breidenbach,2009-01-19 22:30:30,"Data-driven public affairs reporter at The @PostStandard and @syracusedotcom in Syracuse, NY. Also, 26.2 x 10, canoe paddler, hiker, soup maker."
13,palacesyracuse,2811,"2384 James St. Syracuse, NY",The Palace Theatre,2013-10-27 06:26:24,The historic Palace Theatre is a uniquely charming entertainment venue deeply rooted in the Syracuse community.
13,CuseIce,3406,"Syracuse, NY",Syracuse Ice Hockey,2013-11-07 14:02:11,Official Twitter of the 2019 College Hockey America Champions.
13,Pastabilities82,2477,"Armory Square - Syracuse, NY",Pastabilities,2010-12-18 17:24:31,"Pastabilities Restaurant, in the heart of Downtown Syracuse, and Pasta's Daily Bread offer seasonal pasta, entrees, cocktails, desserts & artisan breads."
13,syracusebuzztap,2277,"Syracuse, NY",Syracuse Orange,2009-03-12 22:00:32,The latest Syracuse Orange buzz from buzztap.
26,jtimberlake,64186172,"Memphis, TN",Justin Timberlake,2009-03-25 19:10:50,
13,SUPress,6004,"Syracuse, NY",Syracuse U Press,2011-05-11 18:43:27,"Syracuse University Press strives to create books that are challenging, creative, beautiful, and affordable."
13,CuseMilitia,11278,"Syracuse, NY",Cuse Militia,2011-07-18 21:11:29,#CuseMilitia Podcast Twitter for 2 unapologetically biased 🍊blooded homers Shawn & Joe. @HotMicinc Member of @ArmchairMedia//@BetOnline_ag PROMO CODE: ARMCHAIR
13,GoSUparttime,1040,"Syracuse, NY",Syracuse University - University College,2009-06-02 18:14:02,Home of online undergraduate degrees and part-time study at Syracuse University
13,TCooney10,26156,"302, ",Trevor Cooney,2009-06-09 16:25:41,Cuse alumni #10 #BPB #soupszn
13,DustinCzarny,1693,"Syracuse, NY",Dustin M. Czarny,2012-02-05 23:24:15,"Voting Rights Activist, Elections Professional, Dad, Theater Enthusiast, & nerd

Not Formally Trained Sheer Force of Will"
13,RickMoriartyCNY,2145,,Rick Moriarty,2012-07-19 15:32:06,"Reporter for The (Syracuse, NY) Post-Standard and @syracusedotcom,  currently covering business."
12,RecessCo,2868,Syracuse NY,Recess Coffee,2010-03-03 16:36:07,"Roasting fair trade and sustainable coffee since 2007 – 110 Harvard Place & 110 Montgomery St, Syracuse, NY"
12,RobertHarding,6947,Central New York,Robert Harding,2008-03-22 02:07:15,Covering COVID-19 and politics for @The_Citizen. Tweeter of election results. Husband. Uncle. Bills Mafia. Nationals fan. Story ideas or tips? DM me.
12,EventCNY,2646,"Syracuse, NY",EventCNY,2013-07-23 16:14:48,"EventCNY Advertising. A Family-owned Marketing Agency, that promotes #Local Businesses, Charities, Events in #UpstateNY & the surrounding area! #EVENTCNY"
12,eric_ennis,689,"Syracuse, NY",Eric Ennis,2010-09-20 02:32:41,"Director of Business Development at @Syracuse1848, President of @AdaptCNY, Graduate of @MaxwellSU & @UBCommunity, Passionate #Christian, Die-hard @Cuse Fan"
12,DonnaDitota1,8396,,Donna Ditota,2013-11-15 16:37:00,"Basketball writer for The Post-Standard, syracusedotcom. AP voter. Former basketball Bonnie. Golden Retriever enthusiast. Newspaper lifer. Very slow runner."
24,PeteButtigieg,3476981,"South Bend, Indiana",Pete Buttigieg,2010-12-13 16:49:04,"Personal account. For official updates, follow @SecretaryPete. Husband, veteran, writer, South Bend’s former Mayor Pete. (he/him)"
12,IrisOnTV,1839,Where There Is Love 💜,Iris St. Meran,2014-03-05 19:36:21,Award winning journalist. You can find me on @newschannel9. @OnAirTLR Podcast Host. Dog Mom. Boston Girl. Esther 4:14. RTs ≠ endorsements.
12,syracuselatin,646,"Syracuse, NY",Syracuse Latin,2014-07-14 20:15:23,Semper Discentes -- Always Learning
12,JoshMartinNC9,2000,"Nedrow, NY",Josh Martin,2014-07-22 19:06:30,Reporter with @NewsChannel9. Fantasy Football consultant. @SUNYOswego. #HerkNation. Diehard @Cuse fan. Story ideas ➡️➡️ JoshuaMartin@localsyr.com
12,SyracuseNews,2285,"Syracuse, New York",Syracuse News,2009-03-28 18:07:34,Salt City. Emerald City. Incorporated 1825.
12,LindsayrNC9,1280,"Syracuse, NY",Lindsay Raychel,2014-11-25 20:24:08,"Meteorologist for @NewsChannel9 in Syracuse, NY | Facebook: https://t.co/ehLB8RykOy"
12,empirebrew,6972,"Syracuse, New York",Empire Brewing Co.,2011-04-30 12:10:43,We are beer people.
12,syracuseITC,448,"Syracuse, NY",ITC,2014-12-23 12:45:41,The Institute of Technology at Syracuse Central is a high school in the Syracuse City School District.
12,JayBilas,1923612,,Jay Bilas,2009-05-18 15:13:01,"ESPN “Talent.” All opinions expressed here are mine, and should be adopted by you immediately. No tipping. https://t.co/ZHP7QiyeNu"
12,44TheLegend,20707,Imported From Detroit,Derrick Coleman,2012-02-02 02:21:22,It's A Number Of Legend At Syracuse University. Founder Of @DCEliteSummerLeague Legacy Holder Of @team_michigan
12,CNYJazz,1721,"Syracuse, NY 315-479-5299",CNY Jazz Central,2009-07-02 14:47:34,"The largest year-round provider of public and scholastic jazz programming in Central New York.  Find us downtown at Jazz Central, CNY's busiest little theater."
12,SU_ITS,1481,"Syracuse, NY",Syracuse University ITS,2009-08-26 15:47:26,"Contact (315) 443-2677 or help@syr.edu for tech support. Also @su_its on Instagram.

https://t.co/AQww3XJZbS"
12,RealKrisJo,23296,Wherever the pill take me! ,Monsieur Joseph,2009-08-30 04:40:18,Father First! Blessed and highly favored. Syracuse University Alum! Walking by faith and not by sight.
12,CuseVB,3275,"Syracuse, NY",Syracuse Volleyball,2012-09-18 01:21:25,Official Twitter account of Syracuse Volleyball.
23,NFL,26491050,,NFL,2009-01-24 01:28:06,Official Twitter account of the National Football League.
23,KevinHart4real,36828263,Philly/LA,Kevin Hart,2009-03-07 02:02:31,My name is Kevin Hart and I WORK HARD!!! That pretty much sums me up!!! Everybody Wants To Be Famous But Nobody Wants To Do The Work
54,jimmyfallon,51875851,"New York, New York",jimmy fallon,2008-07-18 19:46:50,astrophysicist
11,MinerForNY,2900,"Syracuse, NY",Stephanie A. Miner,2013-01-12 18:05:27,53rd Mayor of Syracuse. Snowboard and Infrastructure enthusiast. Good Government and Orange fan.
11,cnyscene,6592,"Syracuse, N.Y.",CNY Entertainment,2013-01-31 18:32:21,"We cover the CNY entertainment scene on @syracusedotcom. Follow for entertainment news, concerts and events in Syracuse and CNY."
11,Coach_Shafer,12527,"Murfreesboro, TN",Scott Shafer,2013-04-02 23:59:28,Middle Tennessee State University - Defensive Coordinator
11,CoryBooker,4962592,"Newark, NJ",Cory Booker,2008-08-11 14:41:16,"U.S. Senator from New Jersey. Most tweets (and typos) are mine, some are my team’s. He/him."
11,CuseFH,4850,"Syracuse, NY",Syracuse Field Hockey,2013-07-17 20:43:08,Syracuse Field Hockey. 2015 NCAA National Champions.
11,Living_SU,445,Division of Student Affairs,LivingSU,2013-08-26 09:01:37,Living SU is a vibrant campaign about living the SU experience. We are students with a passion to express our artistic talents for social good.
11,CitrusTV,1959,"Syracuse, NY",CitrusTV,2009-01-06 09:46:14,Syracuse University's entirely student-run TV studio. The largest student-run TV studio in the US. Follow: @CitrusTVNews @CitrusTVSports @CitrusTVE. Est. 1970.
11,WKTV,38991,"Utica, New York",WKTV,2009-01-31 08:49:05,"Most-watched and most-experienced news source in Central New York. For more, follow @WKTVWeather and @WKTVSports."
11,ChrisH_Fowler,1702,"Syracuse, NY",Chris Fowler,2014-02-14 22:15:49,Localist - Locavore - Urbanist. I drink a lot of #coffee 🧡🍊 #CuseNation Founder of @SyracuseFirst #walk #bike #transit Advocate @slowrollsyr Let’s connect 🙌
11,SUFYTP,1567,820 Comstock Ave | Suite 310,Syracuse FYTP,2011-03-10 16:54:17,"Are you #SUBound? Follow us for updates about #SUWelcome, coming to SU and what's going on around campus! Questions? Tweet us or Email us at newtosu@syr.edu"
11,JuliaLeBlancNC9,1204,"Syracuse, NY",Julia LeBlanc,2015-02-25 18:29:58,"Morning reporter/Fill-in anchor for @NewsChannel9 in Syracuse, NY. CT native. Feel free to say hello or send a story idea my way at julialeblanc@localsyr.com!"
11,NewLifeBT20,21039,,B T,2009-04-13 00:20:24,
11,CNYSpeaks,1734,"Syracuse, NY",CNYSpeaks,2009-04-15 20:39:01,A partnership between the citizens of Central New York and the Maxwell School of Syracuse University aimed at improving our community through engagement.
11,CuseDance,1301,"Syracuse, NY",Syracuse Dance Team,2011-08-24 17:24:32,Official twitter page of the Syracuse University Dance Team—dancing at all home football & basketball games! #SUDT follow us on instagram @cusedance
11,MikeBrookins,4961,"Syracuse, NY",Mike Brookins 🏊‍♂️🚴‍♂️🏃‍♂️,2009-05-05 21:34:33,"Morning & Noon Meteorologist on CBS5. Keeping you up to date on CNY weather. Triathlete, parrot head, beer connoisseur, husband & father in no particular order."
11,sistinagiordano,1821,Syracuse New York,Sistina Giordano,2009-05-25 02:14:27,"Co-host of @Bridgestreettv on @NewsChannel9 |@NewhouseSU grad and Upstate New York transplant. Proud mom to Harper & Eddie. Canadian born, American living."
11,CoachQatSU,8363,Syracuse NY,Quentin Hillsman,2009-05-29 13:46:19,"Head Women's Basketball Coach Syracuse University: 2016 Midwest Regional Champions, 2016 Final 4 & 2016 National Finalist"
11,SyracuseSCPS,959,"Syracuse, NY",SCPS,2009-06-09 17:06:58,Syracuse University • Schine & Goldstein Student Centers
11,VolunteerCNY,1380,Central New York,VolunteerCNY,2012-01-18 15:54:20,"CNY's Regional Volunteer Resource. For more information, or to find more volunteer opportunities, visit http://t.co/8b0TOw9pO3"
11,syracuseabroad,1704,"Syracuse, NY",Syracuse Abroad,2009-09-18 12:52:52,A #studyabroad provider @SyracuseU. We'll help you imagine the world differently. Instagram: @syracuseabroad
11,BigAppleOrange,3492,New York City,Syracuse University Alumni Club of NYC,2009-09-24 21:36:05,"Connecting Syracuse alumni through social, philanthropic, and professional initiatives across New York City. Register for Events: https://t.co/D92ZbZ8hsq"
11,AdrienneSmithTV,1159,"Syracuse, NY",𝐀𝐝𝐫𝐢𝐞𝐧𝐧𝐞 𝐒𝐦𝐢𝐭𝐡,2016-09-01 19:02:56,TMN Weekend Anchor/Reporter @NewsChannel9 Former: @TODAYShow @NBCSports • @IthacaCollege Alum | 🇺🇸🇰🇷| Jeremiah 29:11 • 📧: AdrienneSmith@LocalSYR.com
10,TammyPalmerNews,3702,"Syracuse, NY",Tammy Palmer,2010-02-13 11:56:17,Naturally curious. I❤️🐈🐈‍⬛ CNY born & raised. RT's ≠ endorsements. TikTok: https://t.co/mVA4ZFsW4k. YouTube: https://t.co/HAK9J5R3Np
10,SayYesSyracuse,1419,"Syracuse, NY",Say Yes to Education,2010-03-23 15:55:55,Say Yes Syracuse is a community-wide partnership that pools resources and realigns assets to support students in school and through higher education.
20,andersoncooper,10187758,New York,Anderson Cooper,2008-06-24 22:37:59,Anchor @AC360. Correspondent on @60Minutes. Author of NYTimes Best Sellers: The Rainbow Comes And Goes; Dispatches From The Edge
10,LaceyTVNews,939,"New York, U.S.A.",Lacey Leonardi,2008-10-13 12:26:01,#Upstate Anchor/Reporter. Real time alerts. #NYS #CNY @SpecNewsCNY “Rebuilding CNY” Lacey.Leonardi@Charter.com Basketball Moma
10,SyracuseParks,3754,"Syracuse, NY",Syracuse Parks,2010-10-13 00:21:51,"Syracuse Parks Conservancy:   Protection,Preservation and Restoration of our Parks"
10,deafgeoff,4913,Syracuse NY,Geoff Herbert,2009-02-26 14:05:06,Reporter @syracusedotcom. SEO specialist. Deaf DJ. Motivational speaker. #Lipreading SU basketball fan. Husband. Dad. More: https://t.co/tdkS2sqAcQ
10,ccarlsononSU,6519,"Syracuse, NY",chris carlson,2010-12-22 21:57:39,Reporter with https://t.co/gcq6h9ZlGS | The Post-Standard. Hartford Whalers fan. Email tips/ideas/suggestions to ccarlson@syracuse.com
10,BarstoolCuse,13885,"Syracuse, NY",Barstool Cuse,2014-04-01 14:30:05,Direct Affiliate of @BarstoolSports. Not Affiliated with @SyracuseU. Instagram:@BarstoolCuse Snapchat:@BarstoolCuse44 Submit Content in the DMs 📥
10,OnondagaDems,695,"Syracuse, NY",OCDC,2014-09-27 15:58:04,"Official Twitter page of the Onondaga County
Democratic Committee."
10,CuseXCTF,4295,"Syracuse, NY",Syracuse XC/Track,2015-07-15 20:02:18,Official Twitter account of the Syracuse cross country and track and field teams
10,BCSDBEES,2097,"Baldwinsville, NY",Baldwinsville CSD,2011-12-06 17:23:45,"The school district is located about 10 miles northwest of Syracuse and serves over 5,000 students in 8 buildings in grades K-12."
10,StJosephsAmp,2022,"490 Restoration Way, Syracuse ",St. Joseph’s Health Amphitheater at Lakeview,2015-12-04 23:10:17,"Located along Onondaga Lake in Syracuse, NY - St. Joseph’s Health Amphitheater at Lakeview is CNY’s premier destination to see the world’s biggest stars."
10,meisenstadtsyr,1753,Central New York,Marnie Eisenstadt,2009-07-05 02:20:44,I write. Reporter for The Post-Standard/@syracusedotcom. Girl mom. Problem solver. My favorite stories to tell are the ones that make you pause.
10,syracusedaily,1968,"Syracuse, NY",Syracuse Daily News,2012-04-16 05:25:08,"Curating the best media feeds in Syracuse. 
Part of the 400-city The Breaking News Network, the largest community news network supporting the social good"
10,cjfair,31464,"Baltimore, MD",CJ Fair,2009-07-18 02:59:29,Syracuse Alum 14'
10,SUAmbulance,836,"Syracuse, NY",Syracuse University Ambulance,2009-08-27 14:09:02,Providing BLS emergency medical services to the Syracuse University campus and surrounding community. Click the link below to apply!
10,syracuse_tc,505,"Syracuse, NY",Syracuse Teacher Center,2016-03-09 15:34:26,The Syracuse Teacher Center has been serving educators in the Syracuse area since 1984 under NYS Ed Law 316. Our motto is 'For Teachers by Teachers.'
10,ELPhotosSYR,1437,"Syracuse, NY",Liz,2009-12-09 00:04:41,E. L. Photos! Bringing you into my world one photo at a time.
19,HuffPost,11466814,,HuffPost,2008-04-24 14:07:28,"At HuffPost, we put people first. We believe that real life is news, and news is personal. Read more: https://t.co/yRpf6zNyOL"
19,Yankees,3469831,Yankee Stadium,New York Yankees,2009-05-18 18:00:25,Official Twitter of the 27-time World Series Champions
45,CDCgov,3779768,"Atlanta, GA",CDC,2010-05-21 19:40:40,CDC's official Twitter source for daily credible health & safety updates from Centers for Disease Control & Prevention. Privacy policy: https://t.co/N3OhkbXTAq
44,SenSchumer,3219178,"New York, NY",Chuck Schumer,2008-11-19 20:10:20,"Official Account of Senator Chuck Schumer, New York’s Senator and the Senate Majority Leader."
18,ChrisCuomo,2166092,In the Arena,Christopher C. Cuomo,2009-03-04 17:02:09,CNN Anchor @CuomoPrimeTime 9p EST; SIRIUSXM CH 124 12-2 EST. #LetsGetAfterIt Facebook: chris cuomo Instagram: chrisccuomo
16,NWSBinghamton,28891,"Johnson City, NY",NWS Binghamton,2012-09-08 01:07:48,"Official Twitter Account for National Weather Service Binghamton, NY.  Details: http://t.co/DT7PGbdIaq"
35,Oprah,43637064,,Oprah Winfrey,2009-01-23 15:18:34,
14,TEDTalks,11447788,"New York, NY",TED Talks,2008-07-19 13:22:50,"TED is a nonprofit devoted to spreading ideas. 🔴  Help build a better future, become a TED Member today: https://t.co/NSSThTmhbv"
14,Drake,39393887,Paradise,Drizzy,2009-03-28 07:17:46,
14,melissadderosa,57917,"New York, NY",Melissa DeRosa,2011-08-23 15:39:47,"Secretary to NY State Governor Andrew Cuomo, Chairwoman of the NYS Council on Women & Girls. Daily COVID-19 briefings: https://t.co/ysgMrHSPy8"
13,mirandalambert,6889399,USA,Miranda Lambert,2009-04-23 21:37:36,"The Marfa Tapes | New Album | May 7
Preorder: https://t.co/YRIwo38HM9"
13,I_LOVE_NY,314705,New York State,I LOVE NEW YORK,2009-06-10 17:13:40,"The official Twitter account for New York State tourism. 
Find what you love in New York State. 
Discover more: #ISpyNY #ILoveNY"
12,jaketapper,3354465,"Washington, D.C.",Jake Tapper,2008-04-25 17:23:28,"Dad; husband; anchor of @TheLeadCNN and @CNNSOTU; author of @TheOutpostbook, @TheHellfireClub, soon @Devil_May_Dance; long-suffering Philly sports fan. 🦅 🇺🇸"
12,NYCMayor,1532898,"New York, NY",Mayor Bill de Blasio,2009-01-31 22:10:26,Fighting every day to make New York the fairest big city in America. He/him/his. (https://t.co/N0igPl3T7S)
12,LindseyGrahamSC,1966175,South Carolina,Lindsey Graham,2011-12-09 22:21:03,The official Twitter feed for United States Senator Lindsey Graham.
27,maddow,10629114,"New York, NY USA",Rachel Maddow MSNBC,2008-09-04 15:02:12,"I see political people...
(Retweets do not imply endorsement.)"
11,SecondGentleman,1472707,,Douglas Emhoff,2021-01-13 02:29:37,Second Gentleman of the United States. Devoted dad. Proud husband to @VP Kamala Harris.
11,barstoolsports,2805212,America,Barstool Sports,2009-03-03 16:01:13,Viva La Stool - Download the Barstool Sports app https://t.co/sxfRMbcsSw
11,BuffaloBills,1152372,"Orchard Park, NY",Buffalo Bills,2009-03-18 14:54:37,The official Twitter of the Buffalo Bills.
11,BobLonsberry,19945,"Mount Morris, New York",Bob Lonsberry,2011-03-16 17:04:21,"Father of 9, Army veteran, marathon runner, NRA, member of The Church of Jesus Christ of Latter-day Saints. Talk-show host at WHAM radio and WSYR radio."
11,RepAdamSchiff,2933008,"Burbank, CA",Adam Schiff,2009-04-07 17:54:35,Representing California's 28th Congressional District. Chairman of the House Intelligence Committee (@HouseIntel). Pro-Democracy.
11,NCAA,1961094,,NCAA,2009-04-14 13:36:56,The official Twitter account of the NCAA.
25,StephenAtHome,19398132,,Stephen Colbert,2008-09-15 22:31:44,Evie’s husband
10,HealthNYGov,24431,,NYSDOH,2010-03-17 17:18:04,"We protect and promote the health of NY'ers by preventing & reducing the threats to public health & assuring access to affordable, high-quality health services."
10,NYSDEC,25235,"Albany, NY",NYSDEC,2013-05-21 20:07:58,"The official feed of the New York State Department of Environmental Conservation. This account is monitored M-F, 8:30am-5pm EST."
10,uticaOD,14213,13501,Observer-Dispatch,2008-11-08 02:55:17,The best source for local news in the Mohawk Valley. Reach us at news@uticaod.com Follow our reporters: https://t.co/FRAwjLZx09
10,SHAQ,15619933,"Orlando, FL",SHAQ,2008-11-18 10:27:25,"VERY QUOTATIOUS, I PERFORM RANDOM ACTS OF SHAQNESS"
10,MLB,8836931,,MLB,2008-12-30 15:39:32,Official Twitter account of Major League Baseball. ⚾️
10,NYSenate,58739,"Albany, NY",New York Senate,2009-02-09 06:25:31,News from the New York Senate.
10,alexa99,1345740,The Cloud,Alexa,2014-11-20 19:42:33,"∞ / Official Twitter feed of Alexa: voice AI at Amazon. I ❤️
Star Trek, bad puns, and seahorses. Tweets and opinions are my own. ​"
10,IngrahamAngle,3731293,DC,Laura Ingraham,2009-06-25 21:03:25,"Mom, author, host, The Ingraham Angle, 10p ET @FoxNews. Retweets do not = Endorsements"
10,AdamSchefter,8292540,New York,Adam Schefter,2009-06-26 22:55:28,"ESPN Senior NFL Insider. 
Interview & Podcast Requests: ESPNPR@espn.com
Host of the Adam Schefter Podcast
https://t.co/oz43ix5jZU"
24,DrBiden,4238799,,Dr. Jill Biden,2017-01-18 18:21:02,Lifelong educator. Military mother. Grandmother. Sister. Wife to @JoeBiden.
21,SenWarren,6947558,,Elizabeth Warren,2012-11-25 15:14:27,"U.S. Senator, Massachusetts. She/her/hers. Official Senate account."
20,TheOnion,11725072,,The Onion,2008-03-04 02:48:37,America's Finest News Source.
20,blakeshelton,20144612,"Tishomingo, Ok",Blake Shelton,2008-05-27 13:43:08,"The Official Blake Shelton Twitter. You're getting the real BS straight from Blake himself. (And a few official updates from Team BS, too.)"
19,FLOTUS,2577974,,Jill Biden,2021-01-13 00:57:47,First Lady of the United States Jill Biden. Community college educator. Military mother. Grandmother. Wife of @POTUS.
19,chrissyteigen,13723685,couch,chrissy teigen,2009-05-11 22:50:04,de-motivational speaker
18,ConanOBrien,28692165,Los Angeles,Conan O'Brien,2010-02-18 20:17:16,"The voice of the people. Sorry, people."
18,seanhannity,5351500,NYC,Sean Hannity,2009-05-21 17:41:12,"TV Host Fox News Channel 9 PM EST. Nationally Syndicated Radio Host 3-6 PM EST. https://t.co/z23FRgA02S Retweets, Follows NOT endorsements! Due to hackings, no DM’s!"
16,TheEconomist,25570397,London,The Economist,2007-05-12 13:04:50,News and analysis with a global perspective. Subscribe here: https://t.co/KCCoA2WEZ7
15,LukeBryanOnline,9505073,"Nashville, TN",Luke Bryan,2008-10-30 21:14:38,#BornHereLiveHereDieHere Deluxe Edition: Pre-Save & Pre-Order Now
15,EricTrump,4194570,,Eric Trump,2009-05-11 21:42:30,Executive Vice President of The @Trump Organization. Husband to @LaraLeaTrump. Large advocate of @StJude Children's Hospital @TrumpWinery #MakeAmericaGreatAgain
14,tedcruz,4365871,"Houston, Texas",Ted Cruz,2009-03-06 03:20:20,"Father of two, @heidiscruz's husband, fighter for liberty. Representing the great state of Texas in the U.S. Senate."
13,ProjectLincoln,2767150,The United States of America,The Lincoln Project,2019-12-12 20:43:08,"""You cannot escape the responsibility of tomorrow by evading it today.” – Abraham Lincoln 🏴‍☠️"
13,MSNBC,4164041,,MSNBC,2007-03-29 13:15:41,"The place for in-depth analysis, political commentary and diverse perspectives. Home of @MSNBCDaily."
13,carrieunderwood,8316984,"Nashville, TN",Carrie Underwood,2011-10-06 22:36:16,"Mike's wife, Isaiah’s and Jacob’s mom. Also, mom to fur babies Ace, Penny Jean and Zero. Blessed and grateful! The official Twitter account for Carrie Underwood"
5,NASAPersevere,2641080,"Jezero Crater, Mars",NASA's Perseverance Mars Rover,2020-02-26 21:43:46,"NASA Mars rover. Launch: July 30, 2020. Landing: Feb. 18, 2021. Hobbies: Photography, collecting rocks, off-roading. 🚀 Team HQ @NASAJPL"
5,nflnetwork,4111678,"Culver City, CA",NFL Network,2009-01-22 21:23:06,Official Twitter account of the NFL Network. 📺 x 🏈
