FollowsByCommunity,screenName,followers_count,location,name,created_at,description
1,SUAlums,12054,"Syracuse, New York",Syracuse Alumni🍊,2009-12-10 16:17:32,You’re Forever Orange! Connect with @SyracuseU alumni and celebrate what it means to you to #BeOrange. Insta: @SUAlums 🧡
2,LeaderMcConnell,2100961,"Washington, DC",Leader McConnell,2013-03-07 20:21:15,"U.S. Senate Republican Leader Mitch McConnell
Follow @McConnellPress & @SRCC"
2,maddow,10629077,"New York, NY USA",Rachel Maddow MSNBC,2008-09-04 15:02:12,"I see political people...
(Retweets do not imply endorsement.)"
2,thehill,4150276,"Washington, DC",The Hill,2007-03-22 18:15:18,"The Hill is the premier source for policy and political news. Follow for tweets on what's happening in Washington, breaking news and retweets of our reporters."
2,StephenKing,6508233,,Stephen King,2013-12-06 15:26:35,Author
2,Acosta,2270469,"Washington, DC",Jim Acosta,2009-03-04 13:48:04,"CNN Anchor, Chief Domestic Correspondent. Author of NYT Bestseller “The Enemy of the People.” I believe in #realnews"
1,SenTedCruz,2065540,"Houston, Texas",Senator Ted Cruz,2013-01-09 18:11:37,Representing the State of Texas in the United States Senate.
1,ProjectLincoln,2766322,The United States of America,The Lincoln Project,2019-12-12 20:43:08,"""You cannot escape the responsibility of tomorrow by evading it today.” – Abraham Lincoln 🏴‍☠️"
1,FLOTUS,2585796,,Jill Biden,2021-01-13 00:57:47,First Lady of the United States Jill Biden. Community college educator. Military mother. Grandmother. Wife of @POTUS.
1,XHNews,12503010,"Headquartered in Beijing, PRC",China Xinhua News,2012-02-09 01:10:18,"We are public media for the public good. We don't pursue corporate interests, nor will we yield to the pressure of ideological stigmatization and political bias"
1,RT_com,2997259,,RT,2009-08-11 06:12:45,"Freedom over censorship, truth over narrative

On air in 100+ countries. 10+ billion video views in 2020

Don’t want your news filtered - find us at https://t.co/9V8JaMqU2C"
1,DrBiden,4238410,,Dr. Jill Biden,2017-01-18 18:21:02,Lifelong educator. Military mother. Grandmother. Sister. Wife to @JoeBiden.
1,RandPaul,3118712,"Bowling Green, KY",Senator Rand Paul,2010-11-17 23:52:35,"U.S. Senator for Kentucky | I fight for the Constitution, individual liberty and the freedoms that make this country great."
1,Forbes,16708244,"New York, NY",Forbes,2009-11-21 02:09:57,"Official account of Forbes, the world’s leading voice for entrepreneurial success and free enterprise, and home to breaking news, business, money, and more."
1,TheAmandaGorman,1597401,"Los Angeles, California",Amanda Gorman,2014-06-15 22:27:34,Poet. Activist. Harvard '20 Inquiries below
